,Unnamed: 0.1,Unnamed: 0,manuscript_title,team,doi_pre,doi_pub,original_research,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids,Role,Team,FirstLastName,ReferencedWorks,NumReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,CleanedPeople,DateCreated
781,5302,5302.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5064529704,Nicholas Wood,0000-0002-9500-3348,Lead-PI,Team Wood,Nicholas Wood,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
782,5304,5304.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
783,5305,5305.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5061407972,Steven F. Lee,0000-0003-4492-5139,Co-PI,Team Wood,Steven Lee,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
784,5330,5330.0,Alpha-synuclein aggregates trigger anti-viral immune pathways and RNA editing in human astrocytes,Wood,10.1101/2024.02.26.582055,,1.0,W4392272337,A5011838243,Thomas T. Warner,0000-0001-6195-6995,Collaborating PI,Team Voet,Thomas Warner,"['W1542158376', 'W1966130903', 'W1979283544', 'W1982079498', 'W1985010554', 'W2014413787', 'W2023652080', 'W2047524230', 'W2065709540', 'W2073449985', 'W2075527716', 'W2079320514', 'W2084566588', 'W2098894238', 'W2102816531', 'W2115221577', 'W2124116502', 'W2124292015', 'W2137586531', 'W2138188450', 'W2142360514', 'W2151725579', 'W2169456326', 'W2176451886', 'W2179438025', 'W2197459998', 'W2279734831', 'W2284538027', 'W2417483443', 'W2432815617', 'W2519279734', 'W2561891460', 'W2572710398', 'W2592811885', 'W2606602567', 'W2618231866', 'W2745164635', 'W2756441483', 'W2765364382', 'W2774883395', 'W2794480084', 'W2800392236', 'W2805954533', 'W2807256450', 'W2890716722', 'W2891962606', 'W2896625567', 'W2904763455', 'W2949177718', 'W2951912016', 'W2952100718', 'W2953622121', 'W2981385372', 'W2984251519', 'W2986932567', 'W2994150660', 'W3016770650', 'W3016942694', 'W3018835152', 'W3030239116', 'W3032573007', 'W3044352330', 'W3045543526', 'W3049429323', 'W3082420787', 'W3084110320', 'W3092642760', 'W3131055609', 'W3132240972', 'W3132551180', 'W3136257562', 'W3138862697', 'W3151649965', 'W3161344638', 'W3185213439', 'W3194004635', 'W3207571434', 'W3214913540', 'W4213362614', 'W4220875195', 'W4225491855', 'W4232909036', 'W4234344490', 'W4235735760', 'W4253643020', 'W4280616912', 'W4281478692', 'W4282018017', 'W4283511977', 'W4286489309', 'W4289637911', 'W4293581901', 'W4295064572', 'W4307493594', 'W4309072344', 'W4309305979', 'W4309506674', 'W4313528058', 'W4317436847', 'W4317931864', 'W4386325084', 'W4389955887']",102,2,,,,,['Team Wood'],"['W4283511977', 'W4293581901']","['Mina Ryten', 'Sonia Gandhi']","['Team Voet', 'Team Wood', 'Team Hardy']","['Thomas Warner', 'Sonia Gandhi', 'Mina Ryten']",2024-03-05
785,5335,5335.0,Alpha-synuclein aggregates trigger anti-viral immune pathways and RNA editing in human astrocytes,Wood,10.1101/2024.02.26.582055,,1.0,W4392272337,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1542158376', 'W1966130903', 'W1979283544', 'W1982079498', 'W1985010554', 'W2014413787', 'W2023652080', 'W2047524230', 'W2065709540', 'W2073449985', 'W2075527716', 'W2079320514', 'W2084566588', 'W2098894238', 'W2102816531', 'W2115221577', 'W2124116502', 'W2124292015', 'W2137586531', 'W2138188450', 'W2142360514', 'W2151725579', 'W2169456326', 'W2176451886', 'W2179438025', 'W2197459998', 'W2279734831', 'W2284538027', 'W2417483443', 'W2432815617', 'W2519279734', 'W2561891460', 'W2572710398', 'W2592811885', 'W2606602567', 'W2618231866', 'W2745164635', 'W2756441483', 'W2765364382', 'W2774883395', 'W2794480084', 'W2800392236', 'W2805954533', 'W2807256450', 'W2890716722', 'W2891962606', 'W2896625567', 'W2904763455', 'W2949177718', 'W2951912016', 'W2952100718', 'W2953622121', 'W2981385372', 'W2984251519', 'W2986932567', 'W2994150660', 'W3016770650', 'W3016942694', 'W3018835152', 'W3030239116', 'W3032573007', 'W3044352330', 'W3045543526', 'W3049429323', 'W3082420787', 'W3084110320', 'W3092642760', 'W3131055609', 'W3132240972', 'W3132551180', 'W3136257562', 'W3138862697', 'W3151649965', 'W3161344638', 'W3185213439', 'W3194004635', 'W3207571434', 'W3214913540', 'W4213362614', 'W4220875195', 'W4225491855', 'W4232909036', 'W4234344490', 'W4235735760', 'W4253643020', 'W4280616912', 'W4281478692', 'W4282018017', 'W4283511977', 'W4286489309', 'W4289637911', 'W4293581901', 'W4295064572', 'W4307493594', 'W4309072344', 'W4309305979', 'W4309506674', 'W4313528058', 'W4317436847', 'W4317931864', 'W4386325084', 'W4389955887']",102,2,,,,,['Team Wood'],"['W4283511977', 'W4293581901']","['Mina Ryten', 'Sonia Gandhi']","['Team Voet', 'Team Wood', 'Team Hardy']","['Thomas Warner', 'Sonia Gandhi', 'Mina Ryten']",2024-03-05
786,5336,5336.0,Alpha-synuclein aggregates trigger anti-viral immune pathways and RNA editing in human astrocytes,Wood,10.1101/2024.02.26.582055,,1.0,W4392272337,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Hardy,Mina Ryten,"['W1542158376', 'W1966130903', 'W1979283544', 'W1982079498', 'W1985010554', 'W2014413787', 'W2023652080', 'W2047524230', 'W2065709540', 'W2073449985', 'W2075527716', 'W2079320514', 'W2084566588', 'W2098894238', 'W2102816531', 'W2115221577', 'W2124116502', 'W2124292015', 'W2137586531', 'W2138188450', 'W2142360514', 'W2151725579', 'W2169456326', 'W2176451886', 'W2179438025', 'W2197459998', 'W2279734831', 'W2284538027', 'W2417483443', 'W2432815617', 'W2519279734', 'W2561891460', 'W2572710398', 'W2592811885', 'W2606602567', 'W2618231866', 'W2745164635', 'W2756441483', 'W2765364382', 'W2774883395', 'W2794480084', 'W2800392236', 'W2805954533', 'W2807256450', 'W2890716722', 'W2891962606', 'W2896625567', 'W2904763455', 'W2949177718', 'W2951912016', 'W2952100718', 'W2953622121', 'W2981385372', 'W2984251519', 'W2986932567', 'W2994150660', 'W3016770650', 'W3016942694', 'W3018835152', 'W3030239116', 'W3032573007', 'W3044352330', 'W3045543526', 'W3049429323', 'W3082420787', 'W3084110320', 'W3092642760', 'W3131055609', 'W3132240972', 'W3132551180', 'W3136257562', 'W3138862697', 'W3151649965', 'W3161344638', 'W3185213439', 'W3194004635', 'W3207571434', 'W3214913540', 'W4213362614', 'W4220875195', 'W4225491855', 'W4232909036', 'W4234344490', 'W4235735760', 'W4253643020', 'W4280616912', 'W4281478692', 'W4282018017', 'W4283511977', 'W4286489309', 'W4289637911', 'W4293581901', 'W4295064572', 'W4307493594', 'W4309072344', 'W4309305979', 'W4309506674', 'W4313528058', 'W4317436847', 'W4317931864', 'W4386325084', 'W4389955887']",102,2,,,,,['Team Wood'],"['W4283511977', 'W4293581901']","['Mina Ryten', 'Sonia Gandhi']","['Team Voet', 'Team Wood', 'Team Hardy']","['Thomas Warner', 'Sonia Gandhi', 'Mina Ryten']",2024-03-05
787,5337,5337.0,Alpha-synuclein aggregates trigger anti-viral immune pathways and RNA editing in human astrocytes,Wood,10.1101/2024.02.26.582055,,1.0,W4392272337,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Wood,Mina Ryten,"['W1542158376', 'W1966130903', 'W1979283544', 'W1982079498', 'W1985010554', 'W2014413787', 'W2023652080', 'W2047524230', 'W2065709540', 'W2073449985', 'W2075527716', 'W2079320514', 'W2084566588', 'W2098894238', 'W2102816531', 'W2115221577', 'W2124116502', 'W2124292015', 'W2137586531', 'W2138188450', 'W2142360514', 'W2151725579', 'W2169456326', 'W2176451886', 'W2179438025', 'W2197459998', 'W2279734831', 'W2284538027', 'W2417483443', 'W2432815617', 'W2519279734', 'W2561891460', 'W2572710398', 'W2592811885', 'W2606602567', 'W2618231866', 'W2745164635', 'W2756441483', 'W2765364382', 'W2774883395', 'W2794480084', 'W2800392236', 'W2805954533', 'W2807256450', 'W2890716722', 'W2891962606', 'W2896625567', 'W2904763455', 'W2949177718', 'W2951912016', 'W2952100718', 'W2953622121', 'W2981385372', 'W2984251519', 'W2986932567', 'W2994150660', 'W3016770650', 'W3016942694', 'W3018835152', 'W3030239116', 'W3032573007', 'W3044352330', 'W3045543526', 'W3049429323', 'W3082420787', 'W3084110320', 'W3092642760', 'W3131055609', 'W3132240972', 'W3132551180', 'W3136257562', 'W3138862697', 'W3151649965', 'W3161344638', 'W3185213439', 'W3194004635', 'W3207571434', 'W3214913540', 'W4213362614', 'W4220875195', 'W4225491855', 'W4232909036', 'W4234344490', 'W4235735760', 'W4253643020', 'W4280616912', 'W4281478692', 'W4282018017', 'W4283511977', 'W4286489309', 'W4289637911', 'W4293581901', 'W4295064572', 'W4307493594', 'W4309072344', 'W4309305979', 'W4309506674', 'W4313528058', 'W4317436847', 'W4317931864', 'W4386325084', 'W4389955887']",102,2,,,,,['Team Wood'],"['W4283511977', 'W4293581901']","['Mina Ryten', 'Sonia Gandhi']","['Team Voet', 'Team Wood', 'Team Hardy']","['Thomas Warner', 'Sonia Gandhi', 'Mina Ryten']",2024-03-05
788,5361,5361.0,GLP1 receptor agonism ameliorates Parkinson’s disease through modulation of neuronal insulin signalling and glial suppression,Wood,10.1101/2024.02.28.582460,,1.0,W4392291460,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Hardy,Mina Ryten,"['W1590376803', 'W1965991277', 'W1969034413', 'W1971310798', 'W1979509360', 'W1982795519', 'W1984403162', 'W1996861095', 'W2000073596', 'W2000115601', 'W2013105209', 'W2014413787', 'W2033870982', 'W2037436718', 'W2038730603', 'W2041804818', 'W2044832776', 'W2045846363', 'W2055101472', 'W2056352332', 'W2058006779', 'W2065709540', 'W2068336834', 'W2079878023', 'W2084140068', 'W2084521532', 'W2097621088', 'W2105216442', 'W2108802551', 'W2152298579', 'W2156710421', 'W2176451886', 'W2211963426', 'W2222066327', 'W2255037565', 'W2257230315', 'W2270971263', 'W2411905225', 'W2468864843', 'W2525347501', 'W2528242093', 'W2531001783', 'W2605465471', 'W2606047586', 'W2658739663', 'W2728605505', 'W2744843428', 'W2753344987', 'W2776875854', 'W2791252329', 'W2805954533', 'W2807256450', 'W2807598670', 'W2807806732', 'W2889076909', 'W2891216545', 'W2891421926', 'W2892737483', 'W2900507844', 'W2908881986', 'W2911286776', 'W2914591781', 'W2964712714', 'W2998861073', 'W3003673597', 'W3028517845', 'W3045828365', 'W3089728969', 'W3093662600', 'W3099230550', 'W3130940004', 'W3131707567', 'W3137423887', 'W3138465783', 'W3161977110', 'W3169683777', 'W3174082797', 'W3183581140', 'W3195109620', 'W3195130648', 'W3215934804', 'W4200430053', 'W4221001446', 'W4282916811', 'W4293581901', 'W4294162864', 'W4294970551', 'W4309907185', 'W4322757945', 'W4388711622']",90,2,,,,,['Team Wood'],"['W4293581901', 'W4309907185']",['Sonia Gandhi'],"['Team Hardy', 'Team Wood']","['Mina Ryten', 'Mathew Horrocks', 'Sonia Gandhi']",2024-03-05
789,5362,5362.0,GLP1 receptor agonism ameliorates Parkinson’s disease through modulation of neuronal insulin signalling and glial suppression,Wood,10.1101/2024.02.28.582460,,1.0,W4392291460,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Wood,Mina Ryten,"['W1590376803', 'W1965991277', 'W1969034413', 'W1971310798', 'W1979509360', 'W1982795519', 'W1984403162', 'W1996861095', 'W2000073596', 'W2000115601', 'W2013105209', 'W2014413787', 'W2033870982', 'W2037436718', 'W2038730603', 'W2041804818', 'W2044832776', 'W2045846363', 'W2055101472', 'W2056352332', 'W2058006779', 'W2065709540', 'W2068336834', 'W2079878023', 'W2084140068', 'W2084521532', 'W2097621088', 'W2105216442', 'W2108802551', 'W2152298579', 'W2156710421', 'W2176451886', 'W2211963426', 'W2222066327', 'W2255037565', 'W2257230315', 'W2270971263', 'W2411905225', 'W2468864843', 'W2525347501', 'W2528242093', 'W2531001783', 'W2605465471', 'W2606047586', 'W2658739663', 'W2728605505', 'W2744843428', 'W2753344987', 'W2776875854', 'W2791252329', 'W2805954533', 'W2807256450', 'W2807598670', 'W2807806732', 'W2889076909', 'W2891216545', 'W2891421926', 'W2892737483', 'W2900507844', 'W2908881986', 'W2911286776', 'W2914591781', 'W2964712714', 'W2998861073', 'W3003673597', 'W3028517845', 'W3045828365', 'W3089728969', 'W3093662600', 'W3099230550', 'W3130940004', 'W3131707567', 'W3137423887', 'W3138465783', 'W3161977110', 'W3169683777', 'W3174082797', 'W3183581140', 'W3195109620', 'W3195130648', 'W3215934804', 'W4200430053', 'W4221001446', 'W4282916811', 'W4293581901', 'W4294162864', 'W4294970551', 'W4309907185', 'W4322757945', 'W4388711622']",90,2,,,,,['Team Wood'],"['W4293581901', 'W4309907185']",['Sonia Gandhi'],"['Team Hardy', 'Team Wood']","['Mina Ryten', 'Mathew Horrocks', 'Sonia Gandhi']",2024-03-05
790,5363,5363.0,GLP1 receptor agonism ameliorates Parkinson’s disease through modulation of neuronal insulin signalling and glial suppression,Wood,10.1101/2024.02.28.582460,,1.0,W4392291460,A5041913324,Mathew H. Horrocks,0000-0001-5495-5492,Collaborating PI,Team Wood,Mathew Horrocks,"['W1590376803', 'W1965991277', 'W1969034413', 'W1971310798', 'W1979509360', 'W1982795519', 'W1984403162', 'W1996861095', 'W2000073596', 'W2000115601', 'W2013105209', 'W2014413787', 'W2033870982', 'W2037436718', 'W2038730603', 'W2041804818', 'W2044832776', 'W2045846363', 'W2055101472', 'W2056352332', 'W2058006779', 'W2065709540', 'W2068336834', 'W2079878023', 'W2084140068', 'W2084521532', 'W2097621088', 'W2105216442', 'W2108802551', 'W2152298579', 'W2156710421', 'W2176451886', 'W2211963426', 'W2222066327', 'W2255037565', 'W2257230315', 'W2270971263', 'W2411905225', 'W2468864843', 'W2525347501', 'W2528242093', 'W2531001783', 'W2605465471', 'W2606047586', 'W2658739663', 'W2728605505', 'W2744843428', 'W2753344987', 'W2776875854', 'W2791252329', 'W2805954533', 'W2807256450', 'W2807598670', 'W2807806732', 'W2889076909', 'W2891216545', 'W2891421926', 'W2892737483', 'W2900507844', 'W2908881986', 'W2911286776', 'W2914591781', 'W2964712714', 'W2998861073', 'W3003673597', 'W3028517845', 'W3045828365', 'W3089728969', 'W3093662600', 'W3099230550', 'W3130940004', 'W3131707567', 'W3137423887', 'W3138465783', 'W3161977110', 'W3169683777', 'W3174082797', 'W3183581140', 'W3195109620', 'W3195130648', 'W3215934804', 'W4200430053', 'W4221001446', 'W4282916811', 'W4293581901', 'W4294162864', 'W4294970551', 'W4309907185', 'W4322757945', 'W4388711622']",90,2,,,,,['Team Wood'],"['W4293581901', 'W4309907185']",['Sonia Gandhi'],"['Team Hardy', 'Team Wood']","['Mina Ryten', 'Mathew Horrocks', 'Sonia Gandhi']",2024-03-05
791,5366,5366.0,GLP1 receptor agonism ameliorates Parkinson’s disease through modulation of neuronal insulin signalling and glial suppression,Wood,10.1101/2024.02.28.582460,,1.0,W4392291460,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1590376803', 'W1965991277', 'W1969034413', 'W1971310798', 'W1979509360', 'W1982795519', 'W1984403162', 'W1996861095', 'W2000073596', 'W2000115601', 'W2013105209', 'W2014413787', 'W2033870982', 'W2037436718', 'W2038730603', 'W2041804818', 'W2044832776', 'W2045846363', 'W2055101472', 'W2056352332', 'W2058006779', 'W2065709540', 'W2068336834', 'W2079878023', 'W2084140068', 'W2084521532', 'W2097621088', 'W2105216442', 'W2108802551', 'W2152298579', 'W2156710421', 'W2176451886', 'W2211963426', 'W2222066327', 'W2255037565', 'W2257230315', 'W2270971263', 'W2411905225', 'W2468864843', 'W2525347501', 'W2528242093', 'W2531001783', 'W2605465471', 'W2606047586', 'W2658739663', 'W2728605505', 'W2744843428', 'W2753344987', 'W2776875854', 'W2791252329', 'W2805954533', 'W2807256450', 'W2807598670', 'W2807806732', 'W2889076909', 'W2891216545', 'W2891421926', 'W2892737483', 'W2900507844', 'W2908881986', 'W2911286776', 'W2914591781', 'W2964712714', 'W2998861073', 'W3003673597', 'W3028517845', 'W3045828365', 'W3089728969', 'W3093662600', 'W3099230550', 'W3130940004', 'W3131707567', 'W3137423887', 'W3138465783', 'W3161977110', 'W3169683777', 'W3174082797', 'W3183581140', 'W3195109620', 'W3195130648', 'W3215934804', 'W4200430053', 'W4221001446', 'W4282916811', 'W4293581901', 'W4294162864', 'W4294970551', 'W4309907185', 'W4322757945', 'W4388711622']",90,2,,,,,['Team Wood'],"['W4293581901', 'W4309907185']",['Sonia Gandhi'],"['Team Hardy', 'Team Wood']","['Mina Ryten', 'Mathew Horrocks', 'Sonia Gandhi']",2024-03-05
792,5382,5382.0,"The diversity of SNCA transcripts in neurons, and its impact on antisense oligonucleotide therapeutics",Wood,10.1101/2024.05.30.596437,,1.0,W4399213038,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Team Hardy,John Hardy,"['W1968478370', 'W1973190490', 'W1986820918', 'W1986986500', 'W1988264905', 'W2001077544', 'W2001592445', 'W2003172650', 'W2007208756', 'W2048866023', 'W2048886588', 'W2051117273', 'W2057784346', 'W2061600803', 'W2063014820', 'W2074344122', 'W2087482196', 'W2092756750', 'W2097228165', 'W2103083136', 'W2108234281', 'W2123431154', 'W2145147096', 'W2150656456', 'W2151462466', 'W2157559454', 'W2166078074', 'W2258573009', 'W2320277906', 'W2511725062', 'W2605465471', 'W2734862190', 'W2765610314', 'W2771029694', 'W2789457189', 'W2789843538', 'W2798058472', 'W2805239102', 'W2805954533', 'W2809560694', 'W2890344905', 'W2904938386', 'W2946411003', 'W2952666313', 'W2953014442', 'W2958870997', 'W2961133941', 'W3023644567', 'W3029209209', 'W3042475334', 'W3049106278', 'W3111349254', 'W3112666011', 'W3122109253', 'W3133927909', 'W3139357521', 'W3177828909', 'W3208161977', 'W4281741391', 'W4283511977', 'W4284675316', 'W4293581901', 'W4294970551', 'W4309907185', 'W4311364207', 'W4317493265', 'W4318670996', 'W4385741724', 'W4391594219']",69,4,,,,,['Team Wood'],"['W4283511977', 'W4293581901', 'W4309907185', 'W4391594219']","['Mina Ryten', 'Sonia Gandhi', 'Michele Vendruscolo']","['Team Hardy', 'Team Wood']","['John Hardy', 'Nicholas Wood', 'Michele Vendruscolo', 'Mina Ryten', 'Sonia Gandhi']",2024-06-01
793,5383,5383.0,"The diversity of SNCA transcripts in neurons, and its impact on antisense oligonucleotide therapeutics",Wood,10.1101/2024.05.30.596437,,1.0,W4399213038,A5064529704,Nicholas Wood,0000-0002-9500-3348,Lead-PI,Team Wood,Nicholas Wood,"['W1968478370', 'W1973190490', 'W1986820918', 'W1986986500', 'W1988264905', 'W2001077544', 'W2001592445', 'W2003172650', 'W2007208756', 'W2048866023', 'W2048886588', 'W2051117273', 'W2057784346', 'W2061600803', 'W2063014820', 'W2074344122', 'W2087482196', 'W2092756750', 'W2097228165', 'W2103083136', 'W2108234281', 'W2123431154', 'W2145147096', 'W2150656456', 'W2151462466', 'W2157559454', 'W2166078074', 'W2258573009', 'W2320277906', 'W2511725062', 'W2605465471', 'W2734862190', 'W2765610314', 'W2771029694', 'W2789457189', 'W2789843538', 'W2798058472', 'W2805239102', 'W2805954533', 'W2809560694', 'W2890344905', 'W2904938386', 'W2946411003', 'W2952666313', 'W2953014442', 'W2958870997', 'W2961133941', 'W3023644567', 'W3029209209', 'W3042475334', 'W3049106278', 'W3111349254', 'W3112666011', 'W3122109253', 'W3133927909', 'W3139357521', 'W3177828909', 'W3208161977', 'W4281741391', 'W4283511977', 'W4284675316', 'W4293581901', 'W4294970551', 'W4309907185', 'W4311364207', 'W4317493265', 'W4318670996', 'W4385741724', 'W4391594219']",69,4,,,,,['Team Wood'],"['W4283511977', 'W4293581901', 'W4309907185', 'W4391594219']","['Mina Ryten', 'Sonia Gandhi', 'Michele Vendruscolo']","['Team Hardy', 'Team Wood']","['John Hardy', 'Nicholas Wood', 'Michele Vendruscolo', 'Mina Ryten', 'Sonia Gandhi']",2024-06-01
